	Size	BioGRID_interactions.07-11-2022	KEGG_drugs.09-11-2022	MoNDO_diseases.07-11-2022	Reactome_pathways.07-11-2022	Recon3D_metabolites.07-11-2022
ClusterID:1	37	93	3	0	3	0
ClusterID:2	2	0	1	0	1	0
ClusterID:3	14	13	0	0	0	0
ClusterID:4	181	2396	0	0	224	0
ClusterID:5	251	5343	0	0	5023	0
ClusterID:6	144	3360	0	0	155	0
ClusterID:7	116	131	3	4	4104	0
ClusterID:8	69	100	1	0	602	0
ClusterID:9	197	4115	0	0	9942	0
ClusterID:10	171	800	2	3	2726	0
ClusterID:11	17	28	0	7	10	0
ClusterID:12	120	151	3	205	120	0
ClusterID:13	1	0	0	0	0	0
ClusterID:14	23	17	1	0	68	75
ClusterID:15	262	1376	0	0	6271	0
ClusterID:16	9	8	6	0	3	0
ClusterID:17	10	9	0	0	0	0
ClusterID:18	246	4454	3	1	13492	0
ClusterID:19	27	34	0	0	1	0
ClusterID:20	296	1286	0	0	26565	0
ClusterID:21	166	2105	0	4	358	0
ClusterID:22	205	1096	0	1	4923	0
ClusterID:23	105	94	0	380	309	709
ClusterID:24	481	3317	3	2	815	1377
ClusterID:25	39	72	0	0	304	0
ClusterID:26	44	207	1	0	307	0
ClusterID:27	33	57	0	2	40	0
ClusterID:28	71	101	3	0	113	628
ClusterID:29	47	165	3	0	12	0
ClusterID:30	59	355	0	0	3	0
ClusterID:31	295	498	3	35	7889	56
ClusterID:32	121	536	0	0	997	0
ClusterID:33	21	27	1	0	21	75
ClusterID:34	27	23	1	0	19	90
ClusterID:35	47	106	0	0	0	0
ClusterID:36	271	1033	0	1	22619	0
ClusterID:37	1	0	0	0	0	0
ClusterID:38	7	8	0	0	0	0
ClusterID:39	43	64	1	0	66	0
ClusterID:40	10	14	0	0	0	0
ClusterID:41	17	16	1	0	0	0
ClusterID:42	32	40	0	0	0	0
ClusterID:43	41	32	10	0	289	0
ClusterID:44	87	722	0	1	252	1
ClusterID:45	23	54	0	3	27	0
ClusterID:46	103	1465	0	0	19	0
ClusterID:47	73	223	1	0	449	0
ClusterID:48	10	11	0	6	26	0
ClusterID:49	79	80	3	1	317	1067
ClusterID:50	198	564	4	1	4092	15
ClusterID:51	48	24	21	4	534	3
ClusterID:52	4	3	0	0	3	0
ClusterID:53	93	94	1	0	6	1
ClusterID:54	9	9	0	0	3	0
ClusterID:55	84	191	1	4	518	0
ClusterID:56	60	239	0	0	0	0
ClusterID:57	11	16	0	0	0	0
ClusterID:58	8	7	0	0	0	0
ClusterID:59	11	4	0	0	21	0
ClusterID:60	126	349	1	0	808	0
ClusterID:61	127	122	6	1	1275	253
ClusterID:62	98	317	0	1	429	112
ClusterID:63	29	24	0	0	39	0
ClusterID:64	100	417	0	9	195	0
ClusterID:65	81	153	55	0	728	0
ClusterID:66	27	26	1	0	5	37
ClusterID:67	99	547	0	0	386	0
ClusterID:68	41	61	1	0	1	6
ClusterID:69	48	70	4	0	279	0
ClusterID:70	97	87	28	22	1954	0
ClusterID:71	87	244	0	0	263	400
ClusterID:72	32	121	0	0	6	0
ClusterID:73	168	774	10	3	254	4
ClusterID:74	20	19	0	0	0	0
ClusterID:75	95	151	6	0	619	0
ClusterID:76	184	906	0	0	4374	0
ClusterID:77	78	94	1	0	654	0
ClusterID:78	11	28	0	0	1	0
ClusterID:79	5	5	0	0	0	0
