	Size	BioGRID_interactions.07-11-2022	KEGG_drugs.09-11-2022	MoNDO_diseases.07-11-2022	Reactome_pathways.07-11-2022	Recon3D_metabolites.07-11-2022
ClusterID:1	7	6	6	0	6	0
ClusterID:2	10	16	21	0	21	0
ClusterID:3	8	6	10	1	10	0
ClusterID:4	19	10	120	3	82	0
ClusterID:5	3129	39355	40	36	96211	0
ClusterID:6	713	5966	10	8	17170	0
ClusterID:7	2865	45534	69	475	111782	0
ClusterID:8	1	0	0	0	0	0
ClusterID:9	2143	66085	11	568	43864	1230
ClusterID:10	7	9	6	0	15	0
ClusterID:11	43	56	78	0	457	10
ClusterID:12	442	417	47	80	1994	11640
ClusterID:13	89	76	91	5	1267	0
ClusterID:14	8	1	10	0	21	0
ClusterID:15	1965	23640	48	324	106073	5996
ClusterID:16	2454	26622	26	1573	61031	5926
ClusterID:17	253	259	50	1060	3425	0
ClusterID:18	10	10	2	3	7	0
ClusterID:19	2	0	1	0	0	0
ClusterID:20	163	144	10	61	766	1414
ClusterID:21	2	0	1	0	0	0
ClusterID:22	4	3	6	3	6	0
ClusterID:23	1455	7492	25	485	26018	2153
ClusterID:24	54	56	1	1	518	0
ClusterID:25	184	106	129	9	749	1882
ClusterID:26	574	939	48	144	45393	0
ClusterID:27	5	0	3	0	10	0
ClusterID:28	6	2	6	0	3	0
ClusterID:29	187	125	79	6789	386	895
ClusterID:30	836	2308	17	37	66333	6209
ClusterID:31	8	13	6	0	2	0
ClusterID:32	777	19643	6	130	12254	3118
ClusterID:33	13	32	21	0	6	0
ClusterID:34	24	7	120	9	106	0
ClusterID:35	1673	10848	59	2349	8234	49
ClusterID:36	396	13	0	0	75348	0
ClusterID:37	85	25	7	0	600	0
ClusterID:38	9	0	0	0	36	0
ClusterID:39	6	0	0	0	15	0
