	Size	BioGRID_interactions.07-11-2022	KEGG_drugs.09-11-2022	MoNDO_diseases.07-11-2022	Reactome_pathways.07-11-2022	Recon3D_metabolites.07-11-2022
ClusterID:1	35	6	0	0	247	431
ClusterID:2	27	103	0	0	80	0
ClusterID:3	7	12	0	3	0	0
ClusterID:4	17	15	0	0	6	0
ClusterID:5	33	48	0	0	352	0
ClusterID:6	53	92	6	0	104	0
ClusterID:7	8	7	0	0	0	0
ClusterID:8	116	835	0	0	4664	0
ClusterID:9	1	0	0	0	0	0
ClusterID:10	375	3721	0	8	17117	0
ClusterID:11	29	26	0	0	276	0
ClusterID:12	167	2809	0	0	8378	0
ClusterID:13	20	18	0	0	59	0
ClusterID:14	129	3357	0	0	58	0
ClusterID:15	12	11	0	0	0	0
ClusterID:16	49	322	0	0	9	0
ClusterID:17	68	266	1	0	716	0
ClusterID:18	5	1	0	6	0	0
ClusterID:19	95	126	3	185	56	0
ClusterID:20	1	0	0	0	0	0
ClusterID:21	27	36	0	0	0	0
ClusterID:22	197	917	0	0	5205	0
ClusterID:23	8	14	0	0	0	0
ClusterID:24	34	43	0	0	8	34
ClusterID:25	121	696	0	0	2850	0
ClusterID:26	169	2465	0	0	8997	0
ClusterID:27	12	23	0	0	0	0
ClusterID:28	116	356	0	0	1410	0
ClusterID:29	1	0	0	0	0	0
ClusterID:30	6	5	0	0	0	0
ClusterID:31	6	5	0	0	0	0
ClusterID:32	120	1990	0	0	200	0
ClusterID:33	224	652	0	0	17578	0
ClusterID:34	136	1967	0	3	121	0
ClusterID:35	99	256	0	0	3254	0
ClusterID:36	49	29	0	379	17	36
ClusterID:37	97	66	3	0	671	929
ClusterID:38	8	7	0	0	0	0
ClusterID:39	50	96	0	0	42	0
ClusterID:40	99	364	1	0	1332	0
ClusterID:41	82	249	0	3	932	0
ClusterID:42	5	7	0	0	3	0
ClusterID:43	23	37	0	0	91	0
ClusterID:44	11	10	0	0	0	0
ClusterID:45	41	208	0	0	279	0
ClusterID:46	87	114	0	0	412	825
ClusterID:47	18	29	0	2	28	0
ClusterID:48	50	41	0	12	544	0
ClusterID:49	18	11	0	0	6	10
ClusterID:50	127	771	3	1	3857	17
ClusterID:51	36	73	0	0	154	0
ClusterID:52	41	143	3	0	13	0
ClusterID:53	158	1176	3	0	4464	0
ClusterID:54	9	8	0	0	0	0
ClusterID:55	30	53	1	1	76	0
ClusterID:56	6	6	0	0	0	0
ClusterID:57	97	435	1	0	31	66
ClusterID:58	50	140	0	0	6	0
ClusterID:59	1	0	0	0	0	0
ClusterID:60	23	17	1	0	24	63
ClusterID:61	6	5	0	0	0	0
ClusterID:62	13	15	0	0	3	0
ClusterID:63	8	7	0	0	0	0
ClusterID:64	6	8	0	0	0	0
ClusterID:65	1	0	0	0	0	0
ClusterID:66	13	14	0	0	0	0
ClusterID:67	397	889	0	0	52326	0
ClusterID:68	67	197	0	0	1000	0
ClusterID:69	14	13	0	0	1	0
ClusterID:70	30	19	0	0	43	78
ClusterID:71	75	466	0	1	384	0
ClusterID:72	11	6	0	3	45	0
ClusterID:73	21	65	0	0	30	0
ClusterID:74	27	24	6	72	33	0
ClusterID:75	82	951	0	0	309	0
ClusterID:76	13	12	0	0	0	0
ClusterID:77	1	0	0	0	0	0
ClusterID:78	37	161	0	0	0	0
ClusterID:79	15	14	0	0	0	0
ClusterID:80	42	182	10	0	12	0
ClusterID:81	34	34	0	0	30	0
ClusterID:82	103	595	0	0	200	0
ClusterID:83	6	5	0	0	0	0
ClusterID:84	19	32	3	0	15	0
ClusterID:85	145	154	5	0	6495	0
ClusterID:86	61	150	0	0	427	0
ClusterID:87	5	4	0	0	0	0
ClusterID:88	5	7	0	0	0	0
ClusterID:89	9	16	0	0	0	0
ClusterID:90	3	2	0	0	0	0
ClusterID:91	6	5	0	0	0	0
ClusterID:92	1	0	0	0	0	0
ClusterID:93	12	12	3	0	6	0
ClusterID:94	12	13	0	0	0	0
ClusterID:95	34	38	0	0	107	132
ClusterID:96	45	23	0	10	597	0
ClusterID:97	50	66	1	1	452	0
ClusterID:98	3	2	0	0	0	0
ClusterID:99	23	91	0	0	0	0
ClusterID:100	47	176	1	0	0	0
ClusterID:101	164	946	0	0	1	0
ClusterID:102	5	7	0	0	0	0
ClusterID:103	86	419	0	0	698	0
ClusterID:104	10	9	0	0	0	0
ClusterID:105	12	8	0	0	19	0
ClusterID:106	12	10	6	1	15	6
ClusterID:107	37	182	0	0	2	0
ClusterID:108	53	295	0	1	36	0
ClusterID:109	30	28	0	2	45	137
ClusterID:110	48	93	10	0	93	0
ClusterID:111	88	105	78	15	1858	0
ClusterID:112	32	34	0	0	300	0
ClusterID:113	9	11	0	0	0	0
ClusterID:114	27	28	0	0	125	0
ClusterID:115	25	82	0	0	0	0
ClusterID:116	2	1	0	0	0	0
ClusterID:117	38	12	0	0	52	528
ClusterID:118	29	21	0	0	54	0
ClusterID:119	50	85	4	0	259	0
ClusterID:120	90	63	0	1	1482	75
ClusterID:121	7	9	0	0	0	0
ClusterID:122	21	20	0	0	0	0
ClusterID:123	37	201	0	0	190	0
ClusterID:124	99	142	0	0	576	292
ClusterID:125	12	10	28	0	16	0
ClusterID:126	231	397	0	1	18010	0
ClusterID:127	65	133	0	0	324	415
ClusterID:128	245	364	3	34	7475	46
ClusterID:129	31	47	0	0	66	4
ClusterID:130	9	11	0	0	0	0
ClusterID:131	18	41	0	0	19	0
ClusterID:132	8	8	0	0	0	0
ClusterID:133	28	8	1	0	16	178
ClusterID:134	10	9	0	0	0	0
ClusterID:135	3	2	0	0	0	0
ClusterID:136	12	13	0	0	0	0
ClusterID:137	17	33	0	0	4	0
ClusterID:138	4	3	0	0	0	0
ClusterID:139	10	11	0	0	0	0
ClusterID:140	50	184	0	0	6	0
ClusterID:141	7	6	0	0	0	0
ClusterID:142	15	20	0	0	0	0
ClusterID:143	60	474	0	0	445	0
ClusterID:144	18	48	3	0	15	0
ClusterID:145	3	2	0	0	0	0
ClusterID:146	176	6184	0	0	4255	0
ClusterID:147	93	89	3	30	76	135
ClusterID:148	50	12	0	0	76	1159
ClusterID:149	4	4	0	0	0	0
ClusterID:150	93	109	3	1	879	1265
ClusterID:151	8	11	0	0	11	0
ClusterID:152	10	14	0	0	0	0
ClusterID:153	9	8	0	0	0	0
ClusterID:154	63	208	0	0	298	0
ClusterID:155	3	2	0	0	0	0
ClusterID:156	3	2	0	0	0	0
ClusterID:157	5	4	0	0	0	0
ClusterID:158	21	20	6	0	10	45
ClusterID:159	4	3	0	0	0	0
ClusterID:160	7	5	3	0	3	0
ClusterID:161	109	187	21	0	1307	0
ClusterID:162	28	49	0	0	0	0
ClusterID:163	18	22	0	0	15	21
ClusterID:164	6	5	0	0	3	0
ClusterID:165	4	3	0	0	0	0
ClusterID:166	55	72	6	0	117	363
ClusterID:167	12	13	0	0	28	27
ClusterID:168	58	162	0	0	0	0
ClusterID:169	7	9	1	0	3	0
ClusterID:170	24	48	0	0	4	0
ClusterID:171	57	336	0	0	72	0
ClusterID:172	11	24	0	0	0	0
ClusterID:173	50	81	21	1	105	0
ClusterID:174	137	945	0	0	42	3
ClusterID:175	7	6	0	0	1	0
ClusterID:176	3	2	0	0	0	0
ClusterID:177	8	9	0	0	1	0
ClusterID:178	2	1	0	0	0	0
ClusterID:179	5	4	0	0	0	0
ClusterID:180	6	7	0	0	1	0
ClusterID:181	62	162	0	2	264	0
ClusterID:182	154	176	1	1	4921	4
ClusterID:183	9	8	0	0	0	0
ClusterID:184	2	1	0	0	0	0
ClusterID:185	5	4	0	0	0	0
ClusterID:186	33	22	0	10	45	0
ClusterID:187	23	19	1	0	105	0
ClusterID:188	30	41	0	1	170	0
ClusterID:189	27	14	0	0	253	0
ClusterID:190	51	180	0	0	451	0
ClusterID:191	108	1048	0	0	33	0
ClusterID:192	68	125	0	0	461	0
ClusterID:193	2	1	0	0	0	0
ClusterID:194	82	81	6	1	511	616
ClusterID:195	3	1	1	0	3	0
ClusterID:196	97	442	0	0	1632	0
ClusterID:197	5	4	0	0	0	0
ClusterID:198	9	8	0	0	0	0
ClusterID:199	55	91	2	344	80	3
ClusterID:200	32	95	0	0	192	0
ClusterID:201	53	23	0	0	903	0
ClusterID:202	27	129	0	0	90	0
ClusterID:203	19	16	0	1	36	0
ClusterID:204	6	8	0	0	3	0
ClusterID:205	43	28	1	3	248	0
ClusterID:206	11	16	0	0	3	0
ClusterID:207	52	55	0	0	1	0
ClusterID:208	5	8	0	0	0	0
ClusterID:209	22	29	1	0	21	75
ClusterID:210	52	91	1	0	424	0
ClusterID:211	20	14	0	0	55	0
ClusterID:212	3	2	0	0	0	0
ClusterID:213	33	70	0	0	45	0
ClusterID:214	30	20	0	1	48	0
ClusterID:215	5	5	0	0	0	0
ClusterID:216	5	4	0	0	0	0
ClusterID:217	10	7	0	0	6	0
ClusterID:218	8	8	0	0	1	0
ClusterID:219	5	4	0	0	0	0
ClusterID:220	2	1	0	0	0	0
ClusterID:221	108	108	0	0	1	0
ClusterID:222	15	14	0	0	0	0
ClusterID:223	10	5	0	10	1	1
ClusterID:224	38	55	3	10	128	145
ClusterID:225	7	6	0	0	0	0
ClusterID:226	19	50	1	0	3	0
ClusterID:227	8	7	0	0	6	0
ClusterID:228	42	136	0	0	351	0
ClusterID:229	10	9	0	0	0	0
ClusterID:230	10	12	0	0	0	0
ClusterID:231	23	57	1	0	53	0
ClusterID:232	3	2	0	0	0	0
ClusterID:233	55	94	3	0	65	398
