	Size	BioGRID_interactions.07-11-2022	KEGG_drugs.09-11-2022	MoNDO_diseases.07-11-2022	Reactome_pathways.07-11-2022	Recon3D_metabolites.07-11-2022
ClusterID:1	2	1	0	0	0	0
ClusterID:2	5	6	0	0	3	0
ClusterID:3	45	86	21	1	42	0
ClusterID:4	125	2180	0	0	206	0
ClusterID:5	140	3727	0	0	67	0
ClusterID:6	59	84	1	0	606	0
ClusterID:7	151	2949	0	0	8	0
ClusterID:8	275	5485	0	0	21749	0
ClusterID:9	11	15	3	0	5	0
ClusterID:10	210	543	78	0	3948	10
ClusterID:11	73	553	0	1	23	0
ClusterID:12	67	283	1	0	712	0
ClusterID:13	10	7	0	0	4	6
ClusterID:14	113	145	3	205	77	0
ClusterID:15	1	0	0	0	0	0
ClusterID:16	34	30	1	0	80	75
ClusterID:17	225	1188	0	0	5562	0
ClusterID:18	19	19	0	0	0	0
ClusterID:19	36	45	0	0	92	0
ClusterID:20	141	333	3	0	3558	17
ClusterID:21	219	3759	3	0	12253	0
ClusterID:22	103	502	0	0	15	0
ClusterID:23	37	63	0	0	25	0
ClusterID:24	59	61	0	0	555	55
ClusterID:25	54	47	0	0	32	0
ClusterID:26	53	42	6	0	159	650
ClusterID:27	22	28	0	0	1	0
ClusterID:28	28	26	1	0	23	77
ClusterID:29	3	2	0	0	0	0
ClusterID:30	156	2026	0	3	297	0
ClusterID:31	186	926	0	1	4918	0
ClusterID:32	51	125	0	1	89	0
ClusterID:33	8	7	0	0	0	0
ClusterID:34	125	73	3	0	1006	1003
ClusterID:35	17	29	0	0	1	0
ClusterID:36	40	210	0	0	266	0
ClusterID:37	47	166	3	0	12	0
ClusterID:38	294	466	3	35	8379	56
ClusterID:39	113	505	0	0	916	0
ClusterID:40	29	86	0	0	5	0
ClusterID:41	45	96	7	0	62	207
ClusterID:42	60	203	0	0	1	0
ClusterID:43	263	638	0	1	21680	0
ClusterID:44	1	0	0	0	0	0
ClusterID:45	51	79	0	1	72	202
ClusterID:46	55	153	1	0	58	0
ClusterID:47	61	63	3	0	7	0
ClusterID:48	9	8	0	0	1	0
ClusterID:49	32	99	0	0	80	0
ClusterID:50	11	21	0	0	3	0
ClusterID:51	27	64	1	0	1	0
ClusterID:52	429	1279	0	0	59685	0
ClusterID:53	3	2	0	0	0	0
ClusterID:54	62	61	0	0	0	0
ClusterID:55	196	1018	120	6	99	0
ClusterID:56	2	1	0	0	0	0
ClusterID:57	116	257	0	0	4758	0
ClusterID:58	4	3	0	0	0	0
ClusterID:59	16	15	0	0	0	0
ClusterID:60	24	37	0	0	3	0
ClusterID:61	79	263	1	0	455	0
ClusterID:62	24	16	0	0	136	0
ClusterID:63	21	17	0	6	113	0
ClusterID:64	21	19	0	0	7	28
ClusterID:65	14	18	0	0	15	21
ClusterID:66	406	4034	0	8	17118	6
ClusterID:67	1	0	0	0	0	0
ClusterID:68	18	25	0	0	1	0
ClusterID:69	46	28	0	10	552	0
ClusterID:70	61	59	1	1	354	0
ClusterID:71	20	8	0	0	96	0
ClusterID:72	8	14	0	0	1	0
ClusterID:73	78	169	1	4	519	0
ClusterID:74	36	35	0	0	0	0
ClusterID:75	24	75	0	0	10	0
