	Size	BioGRID_interactions.07-11-2022	KEGG_drugs.09-11-2022	MoNDO_diseases.07-11-2022	Reactome_pathways.07-11-2022	Recon3D_metabolites.07-11-2022
ClusterID:1	2	1	0	0	0	0
ClusterID:2	3	2	0	0	0	0
ClusterID:3	3	2	0	0	0	0
ClusterID:4	43	69	0	0	336	0
ClusterID:5	12	20	0	0	18	0
ClusterID:6	11	14	0	0	0	0
ClusterID:7	1	0	0	0	0	0
ClusterID:8	1	0	0	0	0	0
ClusterID:9	1	0	0	0	0	0
ClusterID:10	1	0	0	0	0	0
ClusterID:11	38	74	0	0	480	0
ClusterID:12	124	1366	0	0	5284	0
ClusterID:13	75	42	0	0	2287	0
ClusterID:14	50	52	0	80	12	0
ClusterID:15	9	14	1	1	1	0
ClusterID:16	96	1519	0	0	150	0
ClusterID:17	103	456	0	0	4058	0
ClusterID:18	2	1	0	0	0	0
ClusterID:19	1	0	0	0	0	0
ClusterID:20	5	8	0	0	6	0
ClusterID:21	1	0	0	0	0	0
ClusterID:22	40	28	0	0	272	0
ClusterID:23	57	24	0	0	431	206
ClusterID:24	6	8	1	0	3	0
ClusterID:25	1	0	0	0	0	0
ClusterID:26	42	315	0	0	359	0
ClusterID:27	19	53	0	0	120	0
ClusterID:28	10	33	0	0	3	0
ClusterID:29	38	149	0	0	0	0
ClusterID:30	15	35	0	0	11	0
ClusterID:31	35	66	0	0	246	0
ClusterID:32	28	24	0	0	242	0
ClusterID:33	35	94	0	0	110	0
ClusterID:34	13	32	0	0	0	0
ClusterID:35	115	2307	0	0	23	0
ClusterID:36	1	0	0	0	0	0
ClusterID:37	23	35	0	0	10	73
ClusterID:38	1	0	0	0	0	0
ClusterID:39	8	7	0	0	0	0
ClusterID:40	43	199	0	0	0	0
ClusterID:41	71	80	0	0	584	839
ClusterID:42	48	182	1	0	605	0
ClusterID:43	63	143	1	123	386	0
ClusterID:44	1	0	0	0	0	0
ClusterID:45	41	22	0	1	269	325
ClusterID:46	5	3	0	0	1	0
ClusterID:47	63	816	0	0	128	0
