	Size	BioGRID_interactions.07-11-2022	KEGG_drugs.09-11-2022	MoNDO_diseases.07-11-2022	Reactome_pathways.07-11-2022	Recon3D_metabolites.07-11-2022
ClusterID:1	4	3	0	0	0	0
ClusterID:2	4	3	0	0	1	0
ClusterID:3	43	35	0	12	12	5
ClusterID:4	3	2	0	0	0	0
ClusterID:5	6	5	0	3	0	0
ClusterID:6	47	88	0	0	360	0
ClusterID:7	4	4	0	0	0	0
ClusterID:8	10	10	0	11	2	2
ClusterID:9	59	28	0	0	446	426
ClusterID:10	1	0	0	0	0	0
ClusterID:11	1	0	0	0	0	0
ClusterID:12	1	0	0	0	0	0
ClusterID:13	1	0	0	0	0	0
ClusterID:14	1	0	0	0	0	0
ClusterID:15	1	0	0	0	0	0
ClusterID:16	1	0	0	0	0	0
ClusterID:17	1	0	0	0	0	0
ClusterID:18	1	0	0	0	0	0
ClusterID:19	1	0	0	0	0	0
ClusterID:20	77	44	0	0	2424	0
ClusterID:21	9	14	1	1	1	0
ClusterID:22	98	1485	0	0	150	0
ClusterID:23	107	506	0	0	4426	0
ClusterID:24	8	5	0	0	15	0
ClusterID:25	2	1	0	0	0	0
ClusterID:26	5	4	0	0	0	0
ClusterID:27	1	0	0	0	0	0
ClusterID:28	4	0	0	6	0	0
ClusterID:29	1	0	0	0	0	0
ClusterID:30	22	87	0	0	0	0
ClusterID:31	3	2	0	0	0	0
ClusterID:32	41	29	0	0	272	0
ClusterID:33	4	4	0	0	1	0
ClusterID:34	5	5	0	0	0	0
ClusterID:35	3	2	0	0	0	0
ClusterID:36	1	0	0	0	0	0
ClusterID:37	42	333	0	0	359	0
ClusterID:38	18	52	0	0	120	0
ClusterID:39	13	48	0	0	6	0
ClusterID:40	34	141	0	0	1	0
ClusterID:41	35	62	0	0	238	0
ClusterID:42	27	24	0	0	238	0
ClusterID:43	2	1	0	0	0	0
ClusterID:44	116	2402	0	0	25	0
ClusterID:45	1	0	0	0	0	0
ClusterID:46	3	2	0	0	0	0
ClusterID:47	30	106	0	0	28	0
ClusterID:48	71	79	0	0	584	873
ClusterID:49	60	240	1	0	797	0
ClusterID:50	72	185	1	157	491	0
ClusterID:51	1	0	0	0	0	0
ClusterID:52	105	667	0	0	36	0
ClusterID:53	7	9	0	3	6	3
ClusterID:54	41	19	0	1	226	351
